patentid,countrycode
US9482183B2,US
US9222439B2,US
US9145942B2,US
US9003805B2,US
US6231709B1,US
US7950283B2,US
US9709072B2,US
US9869323B2,US
US8314518B2,US
US10422341B2,US
US9555592B2,US
US9711432B2,US
US9500091B2,US
US7850430B2,US
US10190438B2,US
US7667434B2,US
US8365512B2,US
US7559510B1,US
US8015707B2,US
US9738392B2,US
US9790814B2,US
US7291003B1,US
US9109509B2,US
US9352826B2,US
US8162594B2,US
US8496204B1,US
US8955305B2,US
US4299138A,US
US7140175B2,US
US8038403B2,US
US9541002B2,US
US8988659B2,US
US8069669B2,US
US9909424B2,US
US7886542B2,US
US8499622B2,US
US8596039B2,US
US10145305B2,US
US7360987B2,US
US8800417B2,US
US9970316B2,US
US10253640B2,US
US8701384B2,US
US9903277B2,US
US8569755B2,US
US7584615B2,US
US10465613B2,US
US10012976B2,US
US10279889B2,US
US7768259B2,US
US9309882B2,US
US10156358B2,US
US10436627B2,US
US10487689B2,US
US4104882A,US
US9988942B2,US
US9464363B2,US
US10221692B2,US
US9981757B2,US
US8875518B2,US
US8899935B2,US
US9021854B2,US
US8052381B2,US
US9284044B2,US
US7673456B2,US
US6770197B2,US
US10415404B2,US
US9199331B2,US
US9651260B2,US
US10302187B2,US
US8587780B2,US
US9803497B2,US
US8734100B2,US
US8277179B2,US
US5191546A,US
US9090025B2,US
US8864466B2,US
US9145782B2,US
US8449951B2,US
US8975560B2,US
US9062627B2,US
US9815447B2,US
US9885389B2,US
US9599121B2,US
US4063699A,US
US8128352B2,US
US7297924B2,US
US9447735B2,US
US9803743B2,US
US7339584B1,US
US8850847B2,US
US9212757B2,US
US3614233A,US
US8937473B2,US
US9274002B2,US
US8029238B2,US
US9279588B2,US
US7593091B2,US
US8627695B2,US
US7967119B2,US
US7289009B1,US
US8931148B2,US
US9517837B2,US
US3715086A,US
US3572883A,US
US3573475A,US
US3392563A,US
US7718017B2,US
US9415877B2,US
US8965053B2,US
US7942097B1,US
US9494079B2,US
US10174634B2,US
US9981751B2,US
US10495005B2,US
US9605594B2,US
US9713855B2,US
US8123465B2,US
US8967858B2,US
US9920626B2,US
US8820344B2,US
US8840064B2,US
US10396650B2,US
US9951636B2,US
US10017244B2,US
US9297739B2,US
US9528441B2,US
US9897004B2,US
US7662759B1,US
US9494042B2,US
US9169806B2,US
US8177933B2,US
US9361876B2,US
US9080533B2,US
US8308203B1,US
US10157547B2,US
US9599342B2,US
US8903692B2,US
US8113772B2,US
US7951747B1,US
US8807480B2,US
US8696779B2,US
US9927125B2,US
US8636107B2,US
US8708029B2,US
US10125630B2,US
US9284847B2,US
US10138756B2,US
US6582585B2,US
US9592625B2,US
US8734103B2,US
US8408009B2,US
US9689313B2,US
US6543818B2,US
US8212531B2,US
US7484424B2,US
US7566221B2,US
US9435210B2,US
US9151168B2,US
US9382845B2,US
US9879549B2,US
US8669733B2,US
US10458362B2,US
US10363633B2,US
US4981424A,US
US10323538B2,US
US9638042B2,US
US9193448B2,US
US8491736B2,US
US8721256B2,US
US6842139B1,US
US10435167B2,US
US8829416B2,US
US6901864B2,US
US8872530B2,US
US8296078B1,US
US9945261B2,US
US10329935B2,US
US8226045B2,US
US8843937B2,US
US9347335B2,US
US9677425B2,US
US7703463B2,US
US6107709A,US
US9249874B2,US
US9890792B2,US
US7411328B2,US
US8474307B2,US
US9435373B2,US
US9752704B2,US
US10385872B2,US
US10371009B2,US
US10001027B2,US
US8781709B2,US
US7533533B2,US
US9551236B2,US
US8757980B2,US
US8556210B2,US
US7656137B2,US
US10487738B2,US
US8920034B2,US
US5519272A,US
US7704489B1,US
US9657583B2,US
US10082080B2,US
US9150948B2,US
US8961117B2,US
US7854126B2,US
US8803496B2,US
US8801382B2,US
US9739325B2,US
US9556370B2,US
US10100658B2,US
US8919723B2,US
US8322144B2,US
US8464425B2,US
US8732949B2,US
US9194333B2,US
US5965037A,US
US9260193B2,US
US9056672B2,US
US6375095B1,US
US10107116B2,US
US9896189B2,US
US9518470B2,US
US9394057B2,US
US10168236B2,US
US9422061B2,US
US6796767B2,US
US7866448B2,US
US8285394B1,US
US9553524B2,US
US9228492B2,US
US9178442B2,US
US8729764B2,US
US7696451B2,US
US8662828B2,US
US9116518B2,US
US7856828B2,US
US9422054B2,US
US9429073B2,US
US9194755B2,US
US9518512B2,US
US10401271B2,US
US9650131B2,US
US9784114B2,US
US9410703B2,US
US8573532B2,US
US9873505B2,US
US7435297B1,US
US9539787B2,US
US9453414B2,US
US10035201B2,US
US9631493B2,US
US9869187B2,US
US9249683B2,US
US9360218B2,US
US9487310B2,US
US7107695B2,US
US8833693B2,US
US10450962B2,US
US8894809B2,US
US9206859B2,US
US8021113B2,US
US9246466B2,US
US8091479B1,US
US9915269B2,US
US9815130B2,US
US7617688B2,US
US9296072B2,US
US9932857B2,US
US10293918B2,US
US7758914B2,US
US8091368B2,US
US10385725B2,US
US9199843B2,US
US9494486B2,US
US8938975B2,US
US9970901B2,US
US7520135B2,US
US10035582B2,US
US9687857B2,US
US9163526B2,US
US10316796B2,US
US3345015A,US
US8833055B2,US
US9759088B2,US
US8374764B2,US
US9222522B2,US
US8843243B2,US
US8962512B1,US
US7256290B1,US
US8783614B2,US
US7845901B2,US
US9828861B2,US
US9611863B2,US
US10415472B2,US
US9103219B2,US
US10138755B2,US
US10014707B2,US
US9062605B2,US
US7988202B2,US
US8471209B2,US
US8834124B2,US
US9139280B2,US
US9644640B2,US
US10436119B2,US
US9175638B2,US
US9599344B2,US
US8701297B2,US
US3856788A,US
US9200385B2,US
US10301973B2,US
US9618008B2,US
US10132241B2,US
US9669570B2,US
US10456877B2,US
US8375698B2,US
US8970225B2,US
US7367191B2,US
US8152137B2,US
US10010976B2,US
US8919135B2,US
US10006539B2,US
US9945260B2,US
US8998348B2,US
US8650855B2,US
US10036552B2,US
US9372081B2,US
US7385003B1,US
US9951651B2,US
US10422285B2,US
US8844399B2,US
US7246217B1,US
US10417378B2,US
US10287025B2,US
US9950785B2,US
US10337352B2,US
US7349446B2,US
US7529016B1,US
US9562611B2,US
US10125615B2,US
US10024336B2,US
US8967969B2,US
US9217640B2,US
US10479486B2,US
US7004669B1,US
US10502227B2,US
US9416733B2,US
US8449677B2,US
US8692572B2,US
US8910520B2,US
US8596975B2,US
US9752243B2,US
US9321125B2,US
US6395974B1,US
US10077742B2,US
US9926081B2,US
US10464678B2,US
US10151485B2,US
US7845156B2,US
US8979360B2,US
US7786615B2,US
US8696303B2,US
US8827734B2,US
US8769926B2,US
US8529199B2,US
US10465910B2,US
US8157502B2,US
US10309313B2,US
US8377602B2,US
US9022741B2,US
US9551365B2,US
US8425981B1,US
US5545939A,US
US9458795B2,US
US8733174B2,US
US8393435B2,US
US9309808B2,US
US9464336B2,US
US8459699B1,US
US9976439B2,US
US8756026B2,US
US9833834B2,US
US9549704B1,US
US10006305B2,US
US6886916B1,US
US10113480B2,US
US7713395B1,US
US8186731B1,US
US9777590B2,US
US9327945B2,US
US9338931B2,US
US8789672B2,US
US9890652B2,US
US9399007B2,US
US9597412B2,US
US9427845B2,US
US9764382B2,US
US10301027B2,US
US9176082B2,US
US9413141B2,US
US9500709B2,US
US10330020B2,US
US9366150B2,US
US9003802B2,US
US8608440B2,US
US8800291B2,US
US9126572B2,US
US9962763B2,US
US9970298B2,US
US10466141B2,US
US10119180B2,US
US9873523B2,US
US6690332B1,US
US10167731B2,US
US7631486B2,US
US9106143B2,US
US10036322B2,US
US9994309B2,US
US9453376B1,US
US9260179B2,US
US8810354B2,US
US9752610B2,US
US8911527B2,US
US7549603B2,US
US8505311B2,US
US7790051B1,US
US8448448B2,US
US10408165B2,US
US9909444B2,US
US8585352B2,US
US9395274B2,US
US9482271B2,US
US10406761B2,US
US9695703B2,US
US10395874B2,US
US9651060B2,US
US7421901B2,US
US9194241B2,US
US9370903B2,US
US10378481B2,US
US9248454B2,US
US8942923B2,US
US9062612B2,US
US8022265B2,US
US10351263B2,US
US9488107B2,US
US9464575B2,US
US9541574B2,US
US9512724B2,US
US9366183B2,US
US9371742B2,US
US10338540B2,US
US9039567B2,US
US7947397B1,US
US7127906B2,US
US9879562B2,US
US9109540B2,US
US9903375B2,US
US8201895B2,US
US9249758B2,US
US8221061B2,US
US9387623B2,US
US10408069B2,US
US9429034B2,US
US9879564B2,US
US8397513B2,US
US8740553B2,US
US7351390B2,US
US10267265B2,US
US4114937A,US
US9534539B2,US
US9522486B2,US
US9869193B2,US
US9731350B2,US
US8872512B2,US
US10385697B2,US
US10532802B2,US
US10072729B2,US
US9784130B2,US
US6366562B1,US
US9027355B2,US
US7415904B2,US
US10519776B2,US
US8006776B1,US
US10408277B2,US
US9722983B2,US
US9027876B2,US
US9022744B2,US
US10445434B2,US
US8744823B2,US
US10175281B2,US
US10017238B2,US
US8694179B2,US
US10513988B2,US
US8881394B2,US
US9464595B2,US
US9650895B2,US
US8775014B2,US
US9546561B2,US
US9752575B2,US
US10018258B2,US
US8698667B2,US
US8400517B2,US
US8492664B2,US
US9804100B2,US
US7675194B2,US
US9021869B2,US
US9126679B2,US
US10302016B2,US
US9856743B2,US
US10400810B2,US
US9682770B2,US
US8501366B1,US
US7454275B2,US
US10216867B2,US
US9617954B2,US
US9129759B2,US
US7612541B1,US
US9885291B2,US
US9879538B2,US
US10005543B2,US
US10502088B2,US
US7850865B1,US
US10273904B2,US
US8981604B2,US
US9498841B2,US
US10287887B2,US
US8837117B2,US
US9944382B2,US
US10054049B2,US
US10190605B2,US
US8994392B2,US
US9169026B2,US
US9951699B2,US
US9207080B2,US
US9068833B2,US
US10018073B2,US
US9163662B2,US
US9823145B2,US
US9784135B2,US
US10280941B2,US
US9212666B2,US
US8297404B2,US
US7943116B1,US
US7497085B2,US
US9932897B2,US
US10294868B2,US
US9238282B2,US
US8979496B2,US
US7864097B1,US
US10502083B2,US
US9605595B2,US
US9732764B2,US
US3914819A,US
US9915207B2,US
US9188082B2,US
US6564693B2,US
US8141338B2,US
US9599020B2,US
US9528479B2,US
US9530201B2,US
US9857080B2,US
US9254912B2,US
US9725182B2,US
US9388769B2,US
US8048242B1,US
US9216815B2,US
US7628070B2,US
US9957896B2,US
US9341083B2,US
US7065736B1,US
US7265314B2,US
US6850129B2,US
US8293089B1,US
US7004189B2,US
US10450884B2,US
US7918674B2,US
US8516910B2,US
US8997546B2,US
US9092592B2,US
US10280839B2,US
US9435225B2,US
US9605547B2,US
US9919805B2,US
US10329914B2,US
US9157456B2,US
US9792741B2,US
US8358898B2,US
US9194302B2,US
US9310276B2,US
US9863252B2,US
US9442035B2,US
US9660501B2,US
US9551629B2,US
US9926070B2,US
US9108278B2,US
US10287888B2,US
US4328622A,US
US10233939B2,US
US8519507B2,US
US9566970B2,US
US8324342B1,US
US10344617B2,US
US8757046B2,US
US9728106B2,US
US8119948B2,US
US10072578B2,US
US9574633B2,US
US10414487B2,US
US9764392B2,US
US9989256B2,US
US9422887B2,US
US9061661B2,US
US6690987B2,US
US9657644B2,US
US9328618B2,US
US9607758B2,US
US9816905B2,US
US9551350B2,US
US9482104B2,US
US10337527B2,US
US9938901B2,US
US10116851B2,US
US4090918A,US
US9651522B2,US
US5578997A,US
US9981308B2,US
US9540109B2,US
US8294886B1,US
US8991249B2,US
US10023328B2,US
US9182379B2,US
US10280755B2,US
US10487736B2,US
US7653155B1,US
US9341215B2,US
US9816876B2,US
US5785431A,US
US7367892B2,US
US10167814B2,US
US8103116B1,US
US4023754A,US
US9731373B2,US
US10106266B2,US
US9726562B2,US
US9817923B2,US
US9845706B2,US
US9677505B2,US
US10150156B2,US
US5562123A,US
US10110015B2,US
US9879552B2,US
US8149390B2,US
US10533573B2,US
US7530758B2,US
US10138170B2,US
US9435214B2,US
US10174863B2,US
US10294820B2,US
US10381387B2,US
US10001081B2,US
US7925424B2,US
US10414489B2,US
US8763678B2,US
US10458261B2,US
US9664117B2,US
US10471556B2,US
US9881734B2,US
US9494051B2,US
US10533434B2,US
US10471500B2,US
US10161481B2,US
US10024822B2,US
US9657405B2,US
US10203276B2,US
US10110016B2,US
USD261502S,US
US7972410B1,US
US9777644B2,US
US10385698B2,US
US9694444B2,US
US10288640B2,US
US9435443B2,US
US8131112B1,US
US8748840B2,US
US9671248B2,US
US9551630B2,US
US8487560B2,US
US9169743B2,US
US8448837B2,US
US7651613B2,US
US7685923B1,US
US7767931B1,US
US4004650A,US
US9512932B2,US
US10428688B2,US
US6450761B2,US
US9751195B2,US
US10408366B2,US
US10183311B2,US
US9759163B2,US
US10450959B2,US
US9771831B2,US
US7646473B1,US
US9938902B2,US
US9168668B2,US
US9890453B2,US
US9281973B2,US
US10518890B2,US
US9429106B2,US
US8275541B2,US
US7336855B1,US
US8808474B2,US
US9702265B2,US
US9929482B2,US
US9441735B2,US
US9512730B2,US
US9702259B2,US
US9776707B2,US
US9919457B2,US
US9915335B2,US
US9677413B2,US
US9816461B2,US
US10151653B2,US
US8133020B2,US
US10059433B2,US
US9802380B2,US
US10502082B2,US
US9567861B2,US
US9863277B2,US
US9595774B2,US
US10180256B2,US
US10480454B2,US
US10041411B2,US
US10273826B2,US
US6931045B1,US
US9810095B2,US
US9428278B2,US
US8707669B2,US
US10066694B2,US
US7728248B1,US
US10138739B2,US
US8371553B2,US
US8167552B2,US
US8682627B2,US
US9863273B2,US
US8869614B2,US
US10273967B2,US
US9358645B2,US
US9726039B2,US
US10526973B2,US
US7415865B2,US
US10270299B2,US
US9486742B1,US
US9982546B2,US
US10006307B2,US
US10392955B2,US
US10443393B2,US
US9551489B2,US
US10523082B2,US
US9575009B2,US
US10532429B2,US
US10147245B2,US
US9884676B2,US
US9458794B2,US
US10385924B2,US
US8714479B1,US
US10337740B2,US
US8980032B2,US
US10119205B2,US
US10497527B2,US
US10379224B2,US
US9616489B2,US
US8024210B2,US
US10458245B2,US
US10094390B2,US
US4389265A,US
US10480324B2,US
US8097831B2,US
US9920690B2,US
US9836833B2,US
US9969341B2,US
US10084248B2,US
US10018519B2,US
US9551094B2,US
US9909455B2,US
US10107138B2,US
US9988937B2,US
US8226839B1,US
US10247108B2,US
US9663218B2,US
US7741486B1,US
US7327461B2,US
US7454595B1,US
US9579715B2,US
US9708926B2,US
US9683893B2,US
US9709002B2,US
US10032321B2,US
US10207796B2,US
US10071813B2,US
US9803589B2,US
US9187861B2,US
US9581334B2,US
US10208669B2,US
US9802697B2,US
US10267154B2,US
US10024179B2,US
US8691105B2,US
US9631577B2,US
US9995224B2,US
US8978459B2,US
US9690643B2,US
US9631640B2,US
US7261784B2,US
US9637239B2,US
US8701822B2,US
US9151303B2,US
US9415865B2,US
US9663360B2,US
US9887058B2,US
US10519775B2,US
US9879561B2,US
US10227886B2,US
US9303343B2,US
US10054133B2,US
US10351252B2,US
US10494086B2,US
US10239227B2,US
US4004142A,US
US9988982B2,US
US8747099B2,US
US9199401B2,US
US10393720B2,US
US8350742B2,US
US8687674B1,US
US10156155B2,US
US6185926B1,US
US10527001B2,US
US8943793B2,US
US9555566B2,US
US8266887B2,US
US10495312B2,US
US10024236B2,US
US10436043B2,US
US9492878B2,US
US9644487B2,US
US10375849B2,US
US9556744B2,US
US9510013B2,US
US10036326B2,US
US7545065B1,US
US10480423B2,US
US9022056B2,US
US10443392B2,US
US7159397B1,US
US10393187B2,US
US9689278B2,US
US10279897B2,US
US9371839B2,US
US8397384B2,US
US9527582B2,US
US8998579B2,US
US8401776B2,US
US9686491B2,US
US9752533B2,US
US10330021B2,US
US10032322B2,US
US10161446B2,US
US8562878B1,US
US7510332B2,US
US10233558B2,US
US10431910B2,US
US10494997B2,US
US9470502B2,US
US9010204B2,US
US9957839B2,US
US10229226B2,US
US10067525B2,US
US9915173B2,US
US7995518B2,US
US10066875B2,US
US9129074B2,US
US10322813B2,US
US9708055B2,US
US9804217B2,US
US9186759B2,US
US9920632B2,US
US10100742B2,US
US6715661B2,US
US9976927B2,US
US7340896B2,US
US10102312B2,US
US9984845B2,US
US9938856B2,US
US10345194B2,US
US10400632B2,US
US9200525B2,US
US9410485B2,US
US10280797B2,US
US9316113B2,US
US9257831B2,US
US10047621B2,US
US9963999B2,US
US9732618B2,US
US9771897B2,US
US10274956B2,US
US9677408B2,US
US9636755B2,US
US6068714A,US
US9273241B2,US
US10487671B2,US
US9476471B2,US
US10316676B2,US
US9360094B2,US
US10239223B2,US
US9896958B2,US
US10323669B2,US
US3745244A,US
US10337333B2,US
US9707640B2,US
US9909498B2,US
US10422286B2,US
US8355867B2,US
US10345094B2,US
US10161917B2,US
US10101300B2,US
US10486833B2,US
US10139200B2,US
US7232064B1,US
US10316688B2,US
US9624102B2,US
US7820365B1,US
US9211949B2,US
US10139110B2,US
US9170175B2,US
US10414510B2,US
US9260791B2,US
US9759085B2,US
US8974681B2,US
US10242827B2,US
US9574299B2,US
US10316857B2,US
US10443609B2,US
US10393624B2,US
US9683969B2,US
US8126596B1,US
US9593643B2,US
US8540796B1,US
US9518841B2,US
US9840914B2,US
US9003914B2,US
US9863320B2,US
US10533426B2,US
US7651317B2,US
US9803499B2,US
US10449601B2,US
US9995156B2,US
US10329655B2,US
US9212430B1,US
US8873809B2,US
US8490402B2,US
US9341082B2,US
US9797757B2,US
US8425681B1,US
US10316863B2,US
US1831967A,US
US9181381B2,US
US9396550B2,US
US10415470B2,US
US10408067B2,US
US10459069B2,US
US10443427B2,US
US9920769B2,US
US10330117B2,US
US9995153B2,US
US9619934B2,US
US9703734B2,US
US10428667B2,US
US9709395B2,US
US10480455B2,US
US8932020B2,US
US10392121B2,US
US6593062B1,US
US10345190B2,US
US10527684B2,US
US10458246B2,US
US8604860B2,US
US10316747B2,US
US10038474B2,US
US8957621B2,US
US10455127B2,US
US10364702B2,US
US9995246B2,US
US10100859B2,US
US10060627B2,US
US10161433B2,US
US9400232B2,US
US10296705B2,US
US10166708B2,US
US9482237B1,US
US9758238B2,US
US10003748B2,US
US9745865B2,US
US10384793B2,US
US10072581B2,US
US9547572B2,US
US9353456B2,US
US10352275B2,US
US8475134B2,US
US9937658B2,US
US9518894B2,US
US8741174B1,US
US10211585B2,US
US9238974B2,US
US10516572B2,US
US10450966B2,US
US10253910B2,US
US10280795B2,US
US8443654B2,US
US9156068B2,US
US10036318B2,US
US10385706B2,US
US10378384B2,US
US10481007B2,US
US8720455B2,US
US10458654B2,US
US10365632B2,US
US10302470B2,US
US8072377B2,US
US10356178B2,US
US10458550B2,US
US10158184B2,US
US8071164B1,US
US9948174B2,US
US8196101B1,US
US10396475B2,US
US8966985B2,US
US9582636B2,US
US10176915B2,US
US9829420B2,US
US10290220B2,US
US8589821B1,US
US10392548B2,US
US10213882B2,US
US4306552A,US
US10458257B2,US
US10288518B2,US
US9526170B2,US
US10147539B2,US
US10532493B2,US
US7808727B2,US
US10465561B2,US
US10102994B2,US
US9482597B2,US
US10494084B2,US
US9759234B2,US
US10339729B2,US
US10048351B2,US
US9381565B2,US
US9948356B2,US
US9459640B2,US
US9709979B2,US
US9326410B2,US
US8786642B2,US
US9970324B2,US
US10287984B2,US
US10253800B2,US
US10443850B2,US
US10109985B2,US
US10371309B2,US
US10530583B2,US
US10364691B2,US
US10309312B2,US
US9949415B2,US
US10268196B2,US
US10533423B2,US
US10502087B2,US
US9735647B2,US
US8766585B2,US
US8640823B2,US
US9851371B2,US
US6174063B1,US
US9968978B2,US
US10458906B2,US
US10473488B2,US
US9969035B2,US
US10239796B2,US
US10094291B2,US
US7944204B2,US
US10243417B2,US
US10378368B2,US
US9834300B2,US
US10359346B1,US
US10036262B2,US
US10352326B2,US
US10302043B2,US
US10287911B2,US
US10421536B2,US
US10250140B2,US
US8357994B1,US
US9477621B2,US
US9599568B2,US
US10155260B2,US
US10498436B2,US
US9228264B2,US
US9599023B2,US
US10325038B2,US
US6583280B1,US
US10486226B2,US
US10301723B2,US
US10442527B2,US
US10479049B2,US
US10387611B2,US
US7500367B2,US
US10526895B2,US
US9417225B2,US
US8753072B2,US
US9915227B2,US
US8597396B1,US
US10518869B2,US
US10364038B2,US
US6238568B1,US
US9151225B2,US
US9566654B2,US
US9816385B2,US
US9676733B2,US
US9964041B2,US
US6496110B2,US
US9951625B2,US
US10234012B1,US
US10401177B2,US
US10175038B2,US
US10033914B2,US
US10066509B2,US
US10501172B2,US
US10023320B2,US
US10167740B2,US
US10526978B2,US
US8881502B2,US
US9739612B2,US
US10195680B2,US
US10479514B2,US
US10012110B2,US
US9405580B2,US
US9841760B2,US
US10184401B2,US
US9624777B2,US
US10527396B2,US
US9885316B2,US
US9439221B2,US
US9863797B2,US
US10501168B2,US
US10494102B2,US
US10393588B2,US
US10036277B2,US
US10535983B2,US
US7421924B1,US
US9376925B2,US
US9844843B2,US
US10309043B2,US
US10302550B2,US
US9694421B2,US
US10274540B2,US
US10293530B2,US
US10138897B2,US
US10267155B2,US
US10472227B2,US
US10001188B2,US
USD306849S,US
US10107133B2,US
US10326614B2,US
US9903228B2,US
US9103672B2,US
US9254897B2,US
US10393146B2,US
US10072508B2,US
US10502134B2,US
US10515525B2,US
US10071812B2,US
US5270780A,US
US10450965B2,US
US10366198B2,US
US10084194B2,US
USD249945S,US
US8917090B2,US
US4598595A,US
US8507004B2,US
US10481130B2,US
US5890680A,US
US10450079B2,US
US7819038B2,US
US8222278B2,US
US10519801B2,US
US10469160B2,US
US9920431B2,US
US9828975B2,US
US4624173A,US
US10316669B2,US
US10352961B2,US
US9995219B2,US
US10408127B2,US
US10527287B2,US
US4005681A,US
US8322125B2,US
US10301824B2,US
US10415995B2,US
US9279385B2,US
US9722236B2,US
US9494110B2,US
US10514260B2,US
US9829055B2,US
US10414867B2,US
US3980440A,US
US10094572B2,US
US10364703B2,US
US9951622B2,US
US10364913B2,US
US6787194B2,US
US9802870B2,US
US10514688B2,US
US10054000B2,US
US9764432B2,US
US10526067B2,US
US8780921B2,US
US9506404B2,US
US10527541B2,US
US7685864B1,US
US9863450B1,US
US4487675A,US
US10394688B2,US
US10443696B1,US
US9711925B2,US
US10273014B2,US
US10408070B2,US
US9903230B2,US
US10493520B2,US
US10126228B2,US
US8413508B2,US
US9426913B2,US
US9945249B2,US
US7461813B2,US
US9844820B2,US
US4442446A,US
US6106236A,US
US6903362B2,US
US6898584B1,US
US6821457B1,US
US6046695A,US
US4569539A,US
US7325475B2,US
US6038668A,US
USH555H,US
US7655477B1,US
US6935913B2,US
US5367612A,US
US7408160B2,US
US4945269A,US
US5068883A,US
US5016998A,US
US4948989A,US
US7142638B2,US
US8568315B2,US
US4735850A,US
US4823672A,US
US5014014A,US
US5190624A,US
US7936711B2,US
US5107458A,US
US7018686B2,US
US3925088A,US
US4491960A,US
US7268517B2,US
US6678679B1,US
US6867888B2,US
US7149347B1,US
US5828726A,US
US7125305B2,US
US5176342A,US
US7039159B2,US
US6902456B2,US
US6646799B1,US
US5078952A,US
US7025648B2,US
US6950173B1,US
US7005954B2,US
US10254393B2,US
US7137857B2,US
US7103537B2,US
US5037602A,US
US6054913A,US
US7142728B2,US
US6730442B1,US
US7085416B2,US
US10059445B2,US
US6792439B2,US
US6579233B2,US
US5784067A,US
US7761316B2,US
US7173562B2,US
US6469667B2,US
US9017794B1,US
US6624915B1,US
US5132035A,US
US5562966A,US
US5323229A,US
US7016332B2,US
US7288014B1,US
USH613H,US
US7259715B1,US
US7077984B1,US
US6375860B1,US
US6691141B2,US
US5066928A,US
US7110496B1,US
US6738009B1,US
US7064082B2,US
US4715046A,US
US5315364A,US
US6973114B2,US
US7941288B2,US
US4906896A,US
US7365677B2,US
US6309610B1,US
US9816797B1,US
US9304198B1,US
US6097556A,US
US7455966B1,US
US7289602B1,US
US4697191A,US
US4458946A,US
US8984854B2,US
US7216832B2,US
US6675159B1,US
US6199195B1,US
US6766316B2,US
US5457041A,US
US6993378B2,US
US10261911B2,US
US7027974B1,US
US6701314B1,US
US9557369B2,US
US7209479B2,US
US6912591B2,US
US7427380B2,US
US5782770A,US
US6137280A,US
US7398481B2,US
US8642961B2,US
US7445744B2,US
US7152228B2,US
US6507025B1,US
US6552346B2,US
US5854531A,US
US4322276A,US
US5805747A,US
US5308771A,US
US7044245B2,US
US6017200A,US
US6799174B2,US
US5705804A,US
US7372040B2,US
US6543394B2,US
US7895568B1,US
US6980656B1,US
US6688303B2,US
US5113141A,US
US7233544B1,US
US6892204B2,US
US4943774A,US
US7082355B1,US
US7787012B2,US
US7681835B2,US
US8554607B2,US
US7429731B1,US
US6355904B1,US
US6762566B1,US
US6620012B1,US
US6144679A,US
US4665660A,US
US7961906B2,US
US7453987B1,US
US6011505A,US
US6182619B1,US
US5302799A,US
US6137105A,US
US5777736A,US
US7569812B1,US
US5100871A,US
US5677533A,US
US7312906B2,US
US6796867B2,US
US6470683B1,US
US6341118B1,US
US5198657A,US
US9459643B2,US
US6822626B2,US
US5604582A,US
US5871628A,US
US4515473A,US
US9618752B2,US
US5220164A,US
US5138220A,US
US7561734B1,US
US8308339B2,US
US4911981A,US
US5581487A,US
US5293527A,US
US7186567B1,US
US6091067A,US
US5155289A,US
US5142468A,US
US6801001B2,US
US5279909A,US
US7166844B1,US
US6205199B1,US
US5114662A,US
US5435930A,US
US7120657B2,US
US4974146A,US
US7175780B1,US
US5084682A,US
US7410697B2,US
US5659305A,US
US5006299A,US
US6780331B2,US
US9444558B1,US
US6178224B1,US
US5241363A,US
US7501551B2,US
US6980657B1,US
US7245927B2,US
US5923278A,US
US6482497B1,US
US5149681A,US
US4075385A,US
US5680371A,US
US7576322B2,US
US5264678A,US
US7260255B2,US
US5030929A,US
US3950462A,US
US7420445B2,US
US6771326B2,US
US5350533A,US
US6177033B1,US
US4877501A,US
US7267773B2,US
US5388128A,US
US6345645B1,US
US7402785B2,US
US6167767B1,US
US6701312B2,US
US4994633A,US
US7397377B1,US
US5132543A,US
US4350233A,US
US6395238B1,US
US7916958B2,US
US4498086A,US
US4524607A,US
US9610756B2,US
US5108982A,US
US7596275B1,US
US5308751A,US
US5918832A,US
US4855071A,US
US5265178A,US
US5102865A,US
US5214244A,US
US6654729B1,US
US4664035A,US
US7307584B2,US
US5903804A,US
US4686141A,US
US6377201B1,US
US4773945A,US
US5162214A,US
US5039254A,US
US5353030A,US
US6459270B1,US
US6662550B2,US
US7506498B2,US
US5006507A,US
US7836811B1,US
US4990492A,US
US5004566A,US
US7084805B2,US
US6596189B1,US
US4947007A,US
US7245559B2,US
US5095271A,US
US7283102B2,US
US5125104A,US
US4894615A,US
US5104218A,US
US5227199A,US
US5149684A,US
US4986916A,US
US6813220B2,US
US4686127A,US
US7072964B1,US
US7752483B1,US
US3867753A,US
US5076135A,US
US7985590B2,US
US7653605B1,US
US8422473B2,US
US7525497B2,US
US6481290B1,US
US4913831A,US
US7443167B2,US
US5561428A,US
US5985147A,US
US5047389A,US
US4931759A,US
US7070935B2,US
US5125992A,US
USH527H,US
US6584052B1,US
US8421270B1,US
US5241232A,US
US5039861A,US
US5028789A,US
US7352844B1,US
US6819253B2,US
US5237170A,US
US7424492B2,US
US5019555A,US
US6002315A,US
US6209508B1,US
US4963758A,US
US4965869A,US
US4512825A,US
US7426455B1,US
US5219483A,US
US5151819A,US
US5111126A,US
US5646792A,US
US7735311B2,US
US5118969A,US
US5349187A,US
US5124936A,US
US6749900B2,US
US8566930B2,US
US8461730B2,US
US4990858A,US
US5430359A,US
US4622824A,US
US4715283A,US
US8133964B2,US
US5301362A,US
US9217866B2,US
US4303410A,US
US6166756A,US
US5094531A,US
US5206513A,US
US7415065B2,US
US5123586A,US
US8462349B1,US
US6246658B1,US
US5006508A,US
US7203077B2,US
US9988143B2,US
US5171483A,US
US5631461A,US
US6614957B2,US
US9846229B1,US
US5306022A,US
US6795470B1,US
US7890440B1,US
US8422799B1,US
US6516988B2,US
US5270644A,US
