patentid,assignee_name_current
US7580476B2,Northrop Grumman Systems Corp
US5973730A,Northrop Grumman Systems Corp
US5319686A,Northrop Grumman Ship Systems Inc
AU2005327548A1,Us Secretary Of Navy
US6056820A,Northrop Grumman Systems Corp
US5771161A,Northrop Grumman Systems Corp
US5959594A,Northrop Grumman Systems Corp
US6005531A,Northrop Grumman Systems Corp
US6311557B1,Lockheed Martin Energy Systems Inc
US6311557B1,Ut-Battelle Llc
US6311557B1,Lockheed Martin Energy Research Corp
US6420705B2,Northrop Grumman Systems Corp
US5606283A,Northrop Grumman Systems Corp
US6396451B1,Northrop Grumman Systems Corp
US6535083B1,"University Of Maryland, Baltimore"
US6535083B1,Northrop Grumman Systems Corp
US5652525A,Lockheed Martin Corp
US6236662B1,Bae Systems Information And Electronic Systems Integration Inc
US6757069B2,Northrop Grumman Systems Corp
US6839390B2,Collision Communications Inc
US4413610A,Maytag Corp
US7067397B1,Northrop Grumman Corp
US7067397B1,Northrop Grumman Systems Corp
US7526167B1,Lockheed Martin Corp
US7526167B1,Lockheed Martin Sonar Systems Corp
US5586801A,Northrop Grumman Ship Systems Inc
US5451818A,Northrop Grumman Systems Corp
US6067108A,Northrop Grumman Systems Corp
US6163381A,Northrop Grumman Systems Corp
US5892299A,Northrop Grumman Guidance And Electronics Co Inc
US5892299A,Northrop Grumman Ship Systems Inc
US6578679B2,Raytheon Co
US5233428A,Bae Systems Information And Electronic Systems Integration Inc
US6111254A,Lockheed Martin Corp
US6111254A,Lockheed Martin Tactical Systems Inc
US5548606A,Northrop Grumman Systems Corp
US9146767B2,Forcepoint Llc
US6865166B1,Northrop Grumman Systems Corp
US6404535B1,Northrop Grumman Systems Corp
US5672840A,Northrop Grumman Systems Corp
US5921505A,Northrop Grumman Systems Corp
US6546043B1,Northrop Grumman Systems Corp
US6053026A,Northrop Grumman Systems Corp
US5754229A,Bae Systems Information And Electronic Systems Integration Inc
US5638383A,Northrop Grumman Systems Corp
US7245381B2,Northrop Grumman Guidance And Electronics Co Inc
US7245381B2,Northrop Grumman Systems Corp
US7356585B1,Forcepoint Llc
US7274031B2,Northrop Grumman Ship Systems Inc
US4763974A,Northrop Grumman Corp
US6992992B1,Northrop Grumman Systems Corp
US6478261B2,Northrop Grumman Systems Corp
US6478261B2,Trw Astro Aerospace Corp
US6208773B1,Northrop Grumman Systems Corp
US6779796B2,Bae Systems
US6779796B2,Bae Systems Information And Electronic Systems Integration Inc
US8755660B1,Lockheed Martin Aculight Corp
US8755660B1,Lockheed Martin Corp
US8755660B1,Lockheed Martin Sonar Systems Corp
US6291924B1,Northrop Grumman Systems Corp
US6235351B1,Northrop Grumman Systems Corp
US6766277B2,Northrop Grumman Systems Corp
US6209380B1,Northrop Grumman Systems Corp
US5397686A,Northrop Grumman Systems Corp
US5428444A,Northrop Grumman Systems Corp
US6842129B1,Northrop Grumman Systems Corp
US6466569B1,Northrop Grumman Systems Corp
US5511015A,Lockheed Martin Corp
US5751078A,Lockheed Martin Corp
US5751078A,Lockheed Martin Corp Missiles And Space
US5715721A,Boeing Co
US7129887B2,Lockheed Martin Corp
US7129887B2,Lockheed Martin Corp Mission Systems And Sensors
US6610582B1,Northrop Grumman Guidance And Electronics Co Inc
US6610582B1,Northrop Grumman Systems Corp
US7564401B1,Northrop Grumman Guidance And Electronics Co Inc
US5655775A,Lockheed Martin Corp
US6666590B2,Northrop Grumman Systems Corp
US7876803B1,Lockheed Martin Corp
US7876803B1,Lockheed Martin Sonar Systems Corp
US6061068A,Raytheon Co
US5934103A,Northrop Grumman Systems Corp
US5196989A,Northrop Grumman Systems Corp
US6661376B2,Northrop Grumman Systems Corp
US5640694A,Northrop Grumman Systems Corp
US5451910A,Northrop Grumman Systems Corp
US4388255A,Boeing Aerospace Co
US7514649B2,Northrop Grumman Systems Corp
US7757595B2,Raytheon Co
US7757595B2,Raytheon Command And Control Solutions Llc
US5559510A,Northrop Grumman Systems Corp
US6505381B1,Northrop Grumman Systems Corp
US7345629B2,Northrop Grumman Systems Corp
US7597286B2,Boeing Co
US4576776A,Boeing Co
US4170292A,Boeing Co
US6894632B1,Northrop Grumman Systems Corp
US6369630B1,Bae Systems Information And Electronic Systems Integration Inc
US4355222A,Boeing Co
US7725501B1,Northrop Grumman Systems Corp
US6114696A,Ltv Aerospace And Defense Company 9314 West Jefferson Dallas Texas 75211 A Corp Of De
US6114696A,Lockheed Martin Corp
US6114696A,Lockheed Martin Tactical Systems Inc
US8635700B2,Forcepoint Llc
US7088215B1,Northrop Grumman Systems Corp
US8978967B2,Boeing Co
US7509216B2,Northrop Grumman Guidance And Electronics Co Inc
US6028885A,Northrop Grumman Systems Corp
US6584879B2,Northrop Grumman Systems Corp
US6094588A,Northrop Grumman Systems Corp
US4395178A,Boeing Co
US6580310B2,Northrop Grumman Systems Corp
US4799476A,Boeing Co
US6973287B2,Northrop Grumman Systems Corp
US6545785B1,Northrop Grumman Systems Corp
US6212421B1,Lockheed Martin Energy Research Corp
US6619121B1,Northrop Grumman Guidance And Electronics Co Inc
US6619121B1,Northrop Grumman Systems Corp
US5682225A,Lockheed Martin Corp
US9742021B2,Lockheed Martin Energy Llc
US7532122B2,Northrop Grumman Systems Corp
US5838195A,Northrop Grumman Systems Corp
US7430415B2,Northrop Grumman Systems Corp
US6557062B1,Northrop Grumman Systems Corp
US8081106B2,Bae Systems Information And Electronic Systems Integration Inc
EP2086526B1,Us Secretary Of Navy
US5378888A,Northrop Grumman Systems Corp
US7142983B2,Northrop Grumman Guidance And Electronics Co Inc
US6154478A,Boeing Co
US7289272B2,Raytheon Canada Ltd
US5410132A,Boeing Co
US6105088A,Northrop Grumman Systems Corp
US5262660A,Northrop Grumman Systems Corp
US6201510B1,Bae Systems Information And Electronic Systems Integration Inc
US6201510B1,Bae Systems Advanced Systems
US6116179A,Bae Systems Plc
US6939784B2,Northrop Grumman Systems Corp
US5945701A,Northrop Grumman Systems Corp
US5563601A,Grumman Aerospace Corp A Corp Of Ny
US5563601A,Northrop Grumman Systems Corp
US6205266B1,Northrop Grumman Systems Corp
US5784026A,Raytheon Co
US6819120B2,Northrop Grumman Systems Corp
US6028497A,Northrop Grumman Systems Corp
US7748591B2,Boeing Co
US5942440A,Lockheed Martin Idaho Technologies Co
US5942440A,Battelle Energy Alliance Llc
US7185854B2,Boeing Co
US6018566A,Northrop Grumman Systems Corp
US5619206A,Northrop Grumman Systems Corp
US5640480A,Northrop Grumman Systems Corp
US6081222A,Northrop Grumman Systems Corp
US5903555A,Northrop Grumman Systems Corp
US6476755B1,Bae Systems Information And Electronic Systems Integration Inc
US6612703B2,Lockheed Martin Corp
US6612703B2,Lockheed Martin Sonar Systems Corp
US5937352A,Northrop Grumman Systems Corp
US6054908A,Northrop Grumman Systems Corp
US7917460B2,Northrop Grumman Systems Corp
US7346085B1,Northrop Grumman Systems Corp
US6181279B1,Northrop Grumman Systems Corp
US6382583B1,Raytheon Co
US6014066A,Northrop Grumman Systems Corp
US5921357A,Northrop Grumman Systems Corp
US8914882B2,Forcepoint Llc
US5815113A,Northrop Grumman Systems Corp
US5692014A,Northrop Grumman Systems Corp
US5525923A,Bae Systems Information And Electronic Systems Integration Inc
US6469817B1,Northrop Grumman Systems Corp
US5020677A,Boeing Co
US6320850B1,Northrop Grumman Systems Corp
US6614253B2,Northrop Grumman Systems Corp
US5942682A,Northrop Grumman Systems Corp
US3438019A,Us Secretary Of Navy
US7149356B2,Northrop Grumman Systems Corp
US6369442B1,Northrop Grumman Systems Corp
US6766981B2,Northrop Grumman Systems Corp
US5583516A,Northrop Grumman Systems Corp
US6817296B2,Northrop Grumman Systems Corp
US6359599B2,Bae Systems Information And Electronic Systems Integration Inc
US6359599B2,Achilles Technology Management Co Ii Inc
US7852622B2,Northrop Grumman Systems Corp
US5279484A,Lockheed Martin Corp
US2650780A,Northrop Grumman Corp
US5446461A,Raytheon Co
US5595548A,Northrop Grumman Systems Corp
EP3390833B1,Siemens Ag
US5337974A,Boeing Co
US6225965B1,Northrop Grumman Systems Corp
US5848190A,Northrop Grumman Systems Corp
US5319296A,Boeing Co
US5656779A,Northrop Grumman Systems Corp
US5760403A,Bae Systems Information And Electronic Systems Integration Inc
US6077381A,Raytheon Co
US6246729B1,Northrop Grumman Systems Corp
US6043982A,L3 Communications Corp
US6130643A,Northrop Grumman Systems Corp
US6917537B2,Northrop Grumman Systems Corp
US6016214A,Northrop Grumman Systems Corp
US5301884A,Northrop Grumman Canada Corp
US5301884A,Northrop Grumman Guidance And Electronics Co Inc
US5301884A,Northrop Grumman Systems Corp
US5746827A,Northrop Grumman Systems Corp
US5746827A,Westinghouse Electric Corp
US6088351A,Northrop Grumman Systems Corp
US5363791A,Northrop Grumman Ship Systems Inc
US8875293B2,Forcepoint Llc
US6836141B2,Northrop Grumman Systems Corp
US7194270B2,Northrop Grumman Systems Corp
US6486511B1,Northrop Grumman Systems Corp
US6900642B2,Bae Systems Information And Electronic Systems Integration Inc
US6590685B1,Northrop Grumman Systems Corp
US5704213A,Raytheon Co
US5929810A,Northrop Grumman Systems Corp
US6883361B2,Northrop Grumman Guidance And Electronics Co Inc
US6883361B2,Northrop Grumman Systems Corp
US6445344B1,Northrop Grumman Systems Corp
US5984484A,Northrop Grumman Systems Corp
US6351478B1,Cutting Edge Optronics Inc
US6351478B1,Northrop Grumman Systems Corp
US7976930B2,Dupont Safety And Construction Inc
US6275080B1,Bae Systems Information And Electronic Systems Integration Inc
US5935651A,University Of Massachusetts (Umass)
US5935651A,Raytheon Co
US6705571B2,Northrop Grumman Ship Systems Inc
US6295283B1,Northrop Grumman Systems Corp
US5570097A,Northrop Grumman Systems Corp
US4801496A,Boeing Co
US6201632B1,Northrop Grumman Systems Corp
CA2849740A1,Us Secretary Of Navy
US7154613B2,Northrop Grumman Systems Corp
US5613241A,Lockheed Martin Energy Systems Inc
US7336363B2,Northrop Grumman Systems Corp
US6174061B1,Raytheon Co
US6027699A,Lockheed Martin Energy Research Corp
US7081849B2,Northrop Grumman Systems Corp
US6321586B1,Lockheed Martin Corp
US6321586B1,Lockheed Martin Federal Systems Inc
US6741620B2,Lockheed Martin Corp
US6741620B2,Lockheed Martin Sonar Systems Corp
US5825332A,Northrop Grumman Systems Corp
US6562209B1,Northrop Grumman Systems Corp
US5961437A,Battelle Energy Alliance Llc
US5315795A,Northrop Grumman Systems Corp
US5315795A,Trw Astro Aerospace Corp
US5796274A,Bae Systems Information And Electronic Systems Integration Inc
US5285256A,Ophir Corp A Corporation Of Co
US5285256A,Ophir Corp
US6665518B1,Northrop Grumman Corp
US6665518B1,Northrop Grumman Systems Corp
US6640311B1,Bae Systems Information And Electronic Systems Integration Inc
US7499079B2,Northrop Grumman Systems Corp
US5580419A,Northrop Grumman Systems Corp
US6771224B2,Bae Systems Information And Electronic Systems Integration Inc
US5818856A,Northrop Grumman Systems Corp
US5908486A,Lockheed Martin Idaho Technologies Co
US5908486A,Battelle Energy Alliance Llc
US5908486A,Wisconsin Alumni Research Foundation
US6430394B1,Lockheed Martin Corp
US6430394B1,Lockheed Martin Global Telecommunications Inc
US5136304A,Boeing Co
US5136304A,Boeing Aerospace And Electronics
US5641027A,Raytheon Co
US6320480B1,Northrop Grumman Systems Corp
US6734699B1,Northrop Grumman Systems Corp
US5557926A,Lockheed Martin Corp
US6531701B2,Northrop Grumman Systems Corp
US6566976B2,Northrop Grumman Systems Corp
US6851827B2,Northrop Grumman Ship Systems Inc
US6293803B1,Northrop Grumman Systems Corp
US6293803B1,National Aeronautics And Space Administration (Nasa)
US5341143A,Northrop Grumman Systems Corp
US7751779B2,Northrop Grumman Systems Corp
US7221308B2,Northrop Grumman Systems Corp
US7426510B1,Ntt Docomo Inc
US7426510B1,Mcafee Llc
US6707761B2,Frantorf Investments Gmbh Llc
US4669199A,Maytag Corp
US4669199A,Alliance Laundry Systems Llc
US6532953B1,Boeing Co
US7178398B2,Northrop Grumman Guidance And Electronics Co Inc
US7178398B2,Northrop Grumman Systems Corp
US5175847A,Northrop Grumman Systems Corp
US6990482B1,Lockheed Martin Corp Mission Systems
US6990482B1,Leidos Innovations Technology Inc.
US7468832B2,Northrop Grumman Systems Corp
US5398004A,Northrop Grumman Systems Corp
US7238066B2,Northrop Grumman Ship Systems Inc
US6012314A,Northrop Grumman Systems Corp
US8191820B1,Northrop Grumman Systems Corp
US7939792B2,Northrop Grumman Systems Corp
US5686743A,Northrop Grumman Systems Corp
US5879640A,Northrop Grumman Systems Corp
US6900770B2,Bae Systems Information And Electronic Systems Integration Inc
US6292499B1,Lockheed Martin Corp
US6292499B1,Lockheed Martin Sonar Systems Corp
US6711723B2,Northrop Grumman Systems Corp
US5041321A,Baker Anna L
US5041321A,Boeing Co
US6956228B2,Boeing Co
US5668457A,Bae Systems Controls Inc
US5828271A,Northrop Grumman Systems Corp
US5907111A,Lockheed Martin Idaho Technologies Co
US5907111A,Battelle Energy Alliance Llc
US7239135B2,Northrop Grumman Systems Corp
US5933263A,Boeing Co
US7275155B1,Northrop Grumman Systems Corp
US6175320B1,Northrop Grumman Systems Corp
US6620369B1,Northrop Grumman Systems Corp
US5818393A,Raytheon Co
US6150977A,Northrop Grumman Systems Corp
US7224743B2,Northrop Grumman Systems Corp
US5660201A,Battelle Energy Alliance Llc
US6261872B1,Northrop Grumman Systems Corp
US6135393A,Northrop Grumman Systems Corp
US6111640A,Northrop Grumman Systems Corp
US5680138A,Lockheed Martin Corp
US5272711A,Northrop Grumman Systems Corp
US6118357A,Northrop Grumman Systems Corp
US6215800B1,Northrop Grumman Systems Corp
US5624654A,Boeing Co
US5624654A,Northrop Grumman Corp
US4949047A,Boeing Co
US4949047A,Accsys Technology Inc
US5417082A,Raytheon Co
US7414706B2,Northrop Grumman Systems Corp
US5949210A,Bae Systems Controls Inc
US5742297A,Nevada Asset Liquidators Llc
US4806747A,Raytheon Optical Systems Inc
US4806747A,Goodrich Corp
US5829715A,Lockheed Martin Corp
US6992830B1,Raytheon Canada Ltd
US5867071A,Lockheed Martin Corp
US5867071A,Lockheed Martin Aerospace Corp
US8321938B2,Forcepoint Llc
US6717945B1,Northrop Grumman Systems Corp
US5783977A,Lockheed Martin Corp
US6077712A,Northrop Grumman Systems Corp
US5620305A,Boeing Co
US7469242B2,Boeing Co
US5347384A,Lockheed Martin Corp
US6710739B1,Northrop Grumman Systems Corp
US8478997B2,Forcepoint Llc
US6353264B1,Northrop Grumman Systems Corp
US9311248B2,Forcepoint Llc
US6621801B1,Northrop Grumman Systems Corp
US7606884B2,Northrop Grumman Systems Corp
US5808511A,Northrop Grumman Systems Corp
US6104483A,Lockheed Martin Tactical Defense Systems Inc
US9865893B2,Lockheed Martin Energy Llc
US5451973A,Northrop Grumman Systems Corp
US4946322A,Boeing Co
US4946322A,Boeing Advanced Systems Co
US6067615A,Northrop Grumman Systems Corp
US7580909B2,Northrop Grumman Systems Corp
US5901343A,Lockheed Martin Corp
US6631323B2,Northrop Grumman Systems Corp
US6631323B2,Litton Marine Systems Inc
US5667587A,Northrop Grumman Systems Corp
US6597730B1,Northrop Grumman Systems Corp
US6965714B2,Northrop Grumman Systems Corp
US5867256A,Raytheon Co
US8516596B2,Forcepoint Llc
US6693580B1,Northrop Grumman Systems Corp
US4638468A,Raytheon Co
US5698816A,Boeing Co
US6452540B1,Northrop Grumman Systems Corp
US6211971B1,Lockheed Martin Corp
US6507392B1,Bae Systems Information And Electronic Systems Integration Inc
US4851501A,Boeing Co
US5526158A,Northrop Grumman Systems Corp
US7028181B1,Northrop Grumman Systems Corp
US7448578B2,Northrop Grumman Systems Corp
US7053847B2,Northrop Grumman Systems Corp
US6452962B1,Northrop Grumman Systems Corp
US5936863A,Lockheed Martin Idaho Technologies Co
US5936863A,Battelle Energy Alliance Llc
US6478722B1,Boeing Co
US6359212B1,Northrop Grumman Systems Corp
US6964546B1,Northrop Grumman Systems Corp
US5282194A,Lockheed Martin Corp
US7236546B2,Collision Communications Inc
US7195236B2,Northrop Grumman Systems Corp
US8787567B2,Forcepoint Llc
US6729580B2,Northrop Grumman Systems Corp
US8363312B1,Lockheed Martin Aculight Corp
US8363312B1,Lockheed Martin Corp
US8363312B1,Lockheed Martin Sonar Systems Corp
US6469815B1,Northrop Grumman Systems Corp
US5892243A,Northrop Grumman Systems Corp
US5170623A,Northrop Grumman Systems Corp
US6275188B1,Northrop Grumman Systems Corp
US6187515B1,Northrop Grumman Systems Corp
US4897325A,Hughes Danbury Optical Systems Inc
US4897325A,Goodrich Corp
US4897325A,Raytheon Optical Systems Inc
US5696589A,Lockheed Martin Energy Systems Inc
US5696589A,Lockheed Martin Energy Research Corp
US7184994B2,Lockheed Martin Corp Mission Systems
US7184994B2,Leidos Innovations Technology Inc.
US5816530A,Northrop Grumman Systems Corp
US5131611A,Raytheon Optical Systems Inc
US5131611A,Goodrich Corp
US6207904B1,Northrop Grumman Systems Corp
US6437718B1,Northrop Grumman Systems Corp
US6826371B1,Northrop Grumman Systems Corp
US4986102A,Boeing Co
US8380367B2,University Of North Dakota
US7697477B2,Northrop Grumman Systems Corp
US5831489A,Northrop Grumman Systems Corp
US6522658B1,Northrop Grumman Systems Corp
US9991543B2,Lockheed Martin Energy Llc
US5179550A,Lockheed Martin Corp
US5319329A,Northrop Grumman Systems Corp
US6435242B1,Northrop Grumman Systems Corp
US6153871A,Northrop Grumman Systems Corp
US6408248B1,Northrop Grumman Systems Corp
US6408248B1,Litton Marine Systems Inc
US6780921B2,Northrop Grumman Systems Corp
US5555036A,Northrop Grumman Systems Corp
US6138957A,Northrop Grumman Systems Corp
US6507234B1,Northrop Grumman Systems Corp
US6732140B1,Northrop Grumman Systems Corp
US5995290A,Northrop Grumman Systems Corp
US5248979A,Northrop Grumman Systems Corp
US5772887A,Lockheed Martin Idaho Technologies Co
US5772887A,Battelle Energy Alliance Llc
US7308234B2,Northrop Grumman Systems Corp
US5329248A,Lockheed Martin Corp
US6741847B1,Northrop Grumman Systems Corp
US5954175A,Northrop Grumman Systems Corp
US6144512A,Ltv Aerospace And Defense Co
US6144512A,Lockheed Martin Tactical Systems Inc
US6144512A,Xylon Llc
US5790575A,Northrop Grumman Systems Corp
US6111638A,Northrop Grumman Systems Corp
US6112052A,Northrop Grumman Systems Corp
US6680494B2,Northrop Grumman Systems Corp
US5467100A,Northrop Grumman Systems Corp
US7146136B2,Northrop Grumman Systems Corp
US5231399A,Northrop Grumman Systems Corp
US5327143A,Northrop Grumman Systems Corp
US7467792B2,Northrop Grumman Systems Corp
US5520476A,Northrop Grumman Systems Corp
US5520476A,Trw Astro Aerospace Corp
US6450254B1,Lockheed Martin Corp
US5315424A,Lockheed Martin Corp
US6088416A,Northrop Grumman Systems Corp
US5055683A,Lockheed Martin Corp
US5641975A,Northrop Grumman Systems Corp
US5949805A,Northrop Grumman Systems Corp
US5631477A,Northrop Grumman Systems Corp
US5536574A,Lockheed Martin Corp
US7146144B2,Northrop Grumman Systems Corp
US6282014B1,Northrop Grumman Systems Corp
US5796514A,Raytheon Co
US5796514A,Texas Instruments Inc
US6481668B2,Northrop Grumman Systems Corp
US6467733B1,Northrop Grumman Systems Corp
US6304559B1,Northrop Grumman Systems Corp
US5994982A,Northrop Grumman Systems Corp
US7388700B1,Bae Systems Information And Electronic Systems Integration Inc
US6801152B1,Northrop Grumman Systems Corp
US5816211A,Northrop Grumman Systems Corp
US4250724A,Amana Co Lp
US4250724A,Alliance Laundry Systems Llc
US4250724A,Raytheon Commercial Laundry Llc
US7106232B2,Northrop Grumman Systems Corp
US7346793B2,Northrop Grumman Systems Corp
US6473053B1,Northrop Grumman Systems Corp
US6981203B2,Collision Communications Inc
US6981203B2,Bae Systems Inc
US5841147A,Northrop Grumman Ship Systems Inc
US4892376A,University Of Missouri System
US5528769A,Northrop Grumman Systems Corp
US6310583B1,Northrop Grumman Systems Corp
US5461226A,Lockheed Martin Corp
US6295026B1,Northrop Grumman Systems Corp
US6674811B1,Northrop Grumman Systems Corp
US5436867A,Northrop Grumman Systems Corp
US6061158A,Northrop Grumman Systems Corp
US7615863B2,Northrop Grumman Systems Corp
US2408235A,Raytheon Manufacturing Co
US5341148A,Northrop Grumman Systems Corp
US8616617B2,Bae Systems Tactical Vehicle Systems Lp
US5118631A,Bae Systems Information And Electronic Systems Integration Inc
US6101023A,Northrop Grumman Systems Corp
US6542524B2,Lockheed Martin Corp
US6542524B2,Lockheed Martin Sonar Systems Corp
US9409611B2,Bae Systems Hagglunds Ab
US9559374B2,Lockheed Martin Energy Llc
US6115584A,Northrop Grumman Systems Corp
US5903020A,Northrop Grumman Systems Corp
US8195630B2,Bae Systems Information And Electronic Systems Integration Inc
US5827971A,Battelle Energy Alliance Llc
US5168199A,Lockheed Martin Corp
US7133887B2,Callahan Cellular Llc
US6625776B1,Northrop Grumman Systems Corp
US5672522A,Northrop Grumman Systems Corp
US7333826B2,Northrop Grumman Systems Corp
US5821825A,Northrop Grumman Systems Corp
US6496264B1,Northrop Grumman Guidance And Electronics Co Inc
US6496264B1,Northrop Grumman Systems Corp
US6208309B1,Northrop Grumman Systems Corp
US5179302A,Lockheed Martin Corp
US7884997B2,Northrop Grumman Systems Corp
US5683535A,Northrop Grumman Systems Corp
US6917216B2,Northrop Grumman Systems Corp
US6804495B2,Northrop Grumman Systems Corp
US6150995A,Northrop Grumman Systems Corp
US6259980B1,Northrop Grumman Systems Corp
US6094099A,Northrop Grumman Systems Corp
US4494873A,Northrop Grumman Guidance And Electronics Co Inc
US6547124B2,Bae Systems Information And Electronic Systems Integration Inc
US6181460B1,Northrop Grumman Systems Corp
US7520467B2,Northrop Grumman Systems Corp
CA619994A,Us Secretary Of Navy
US3490000A,Us Secretary Of Navy
US5504523A,Bae Systems Information And Electronic Systems Integration Inc
US7047409B1,Northrop Grumman Systems Corp
US6078802A,Northrop Grumman Systems Corp
US6093927A,Northrop Grumman Systems Corp
US9262939B2,Boeing Co
US7197090B1,Northrop Grumman Systems Corp
US5831581A,Lockheed Martin Corp
CA827202A,Us Secretary Of Navy
US5828451A,Northrop Grumman Systems Corp
US7151929B1,Northrop Grumman Systems Corp
US5428873A,Raytheon Co
US5428873A,Bw Ip International Inc
US5428873A,Raytheon Aircraft Montek Co
US5808518A,Northrop Grumman Systems Corp
US5546085A,Lockheed Martin Corp
US7292031B2,Northrop Grumman Systems Corp
US6411249B1,Northrop Grumman Guidance And Electronics Co Inc
US6411249B1,Northrop Grumman Systems Corp
US7339727B1,Northrop Grumman Systems Corp
US6738346B1,Northrop Grumman Systems Corp
CA732985A,Us Secretary Of Navy
US6842154B1,Bae Systems Information And Electronic Systems Integration Inc
US6140965A,Northrop Grumman Systems Corp
US7167698B2,Northrop Grumman Systems Corp
US7650238B2,Northrop Grumman Guidance And Electronics Co Inc
US7650238B2,Northrop Grumman Systems Corp
US4413611A,Amana Co Lp
US5945941A,Northrop Grumman Systems Corp
US5590474A,Northrop Grumman Ship Systems Inc
US5760734A,Lockheed Martin Corp
US7318968B2,Northrop Grumman Systems Corp
US6195067B1,Northrop Grumman Systems Corp
CA680237A,Us Secretary Of Navy
US5774597A,Lockheed Martin Corp
US5774597A,Ge Medical Systems Inc
US5594218A,Northrop Grumman Systems Corp
US8103600B1,Us Secretary Of Navy
US4550973A,Raytheon Optical Systems Inc
US4550973A,Goodrich Corp
US4550973A,Applera Corp
US7203688B2,Lockheed Martin Business Technology Solutions Ltd
US5991315A,Northrop Grumman Systems Corp
US7065107B2,Lockheed Martin Corp
US7065107B2,Lockheed Martin Sonar Systems Corp
US6631255B1,Northrop Grumman Systems Corp
US7075337B2,Bae Systems Information And Electronic Systems Integration Inc
US6680654B2,Northrop Grumman Systems Corp
US6656411B1,Northrop Grumman Systems Corp
US8122122B1,Silicon Valley Bank
US8122122B1,Forcepoint Llc
US6296400B1,Northrop Grumman Systems Corp
US7102472B1,Northrop Grumman Systems Corp
US4867822A,Boeing Co
US6461432B1,Northrop Grumman Systems Corp
US8018053B2,Northrop Grumman Corp
US8018053B2,Northrop Grumman Systems Corp
US5559472A,Northrop Grumman Systems Corp
EP3233788A1,Us Secretary Of Navy
US5714947A,Northrop Grumman Systems Corp
US8517601B2,Ultra Electronics Ltd
US8517601B2,Boeing Co
US6850372B1,Raytheon Canada Ltd
US10346389B2,At&T Intellectual Property I Lp
US7656915B2,Northrop Grumman Systems Corp
US7511678B2,Northrop Grumman Systems Corp
US6129308A,Northrop Grumman Systems Corp
US6956924B2,Northrop Grumman Systems Corp
US7146057B2,Northrop Grumman Systems Corp
US6812893B2,Northrop Grumman Systems Corp
US5621193A,Grumman Aerospace Corp
US5621193A,Northrop Grumman Systems Corp
US7909253B2,Northrop Grumman Systems Corp
US5668387A,Northrop Grumman Systems Corp
CA793267A,Us Secretary Of Navy
US6674519B2,Northrop Grumman Systems Corp
US5580512A,Northrop Grumman Systems Corp
US5802439A,Battelle Energy Alliance Llc
US7016674B2,Northrop Grumman Systems Corp
US6279132B1,Northrop Grumman Systems Corp
US5989467A,Northrop Grumman Systems Corp
US6928963B2,Northrop Grumman Systems Corp
US5782012A,Maytag Corp
US5782012A,Raytheon Appliances Inc
US6782790B2,Bae Systems Information And Electronic Systems Integration Inc
US6424419B1,Northrop Grumman Guidance And Electronics Co Inc
US6424419B1,Northrop Grumman Systems Corp
US6809669B1,Northrop Grumman Systems Corp
US6661975B1,Northrop Grumman Systems Corp
US7397429B2,Northrop Grumman Systems Corp
US7570856B1,Lockheed Martin Corp
US7570856B1,Lockheed Martin Sonar Systems Corp
US5325380A,Northrop Grumman Systems Corp
US7678672B2,Northrop Grumman Systems Corp
US6700913B2,Northrop Grumman Systems Corp
US7164146B2,Northrop Grumman Systems Corp
US6366598B1,Northrop Grumman Systems Corp
US6906441B2,Northrop Grumman Systems Corp
US5463355A,Lockheed Martin Corp
US6184820B1,Lockheed Martin Corp
US6184820B1,Rca Corp
US6091703A,Northrop Grumman Systems Corp
US5164968A,Lockheed Martin Corp
US5393557A,Northrop Grumman Systems Corp
US8264692B2,Northrop Grumman Guidance And Electronics Co Inc
US5550546A,Northrop Grumman Systems Corp
US7724851B2,Collision Communications Inc
US6072820A,Boeing Co
CA786768A,Us Secretary Of Navy
US6362535B1,Bae Systems Information And Electronic Systems Integration Inc
US6362535B1,Bae Systems Controls Inc
US5621520A,Northrop Grumman Systems Corp
US6565395B1,Northrop Grumman Guidance And Electronics Co Inc
US6565395B1,Northrop Grumman Systems Corp
US6452714B1,Northrop Grumman Systems Corp
US6307501B1,Bae Systems Plc
US8382191B2,Ibis Tek Inc
CA740799A,Us Secretary Of Navy
US5424823A,Lockheed Martin Corp
US5818395A,Northrop Grumman Systems Corp
US5428438A,Northrop Grumman Systems Corp
US6771940B2,Northrop Grumman Systems Corp
US6462846B1,Northrop Grumman Systems Corp
US6505463B2,Northrop Grumman Systems Corp
US6184825B1,Northrop Grumman Systems Corp
US6734966B2,Northrop Grumman Systems Corp
US5900716A,Northrop Grumman Systems Corp
CA826253A,Us Secretary Of Navy
US5959668A,Lockheed Martin Tactical Defense Systems Inc
US6597669B1,Northrop Grumman Systems Corp
US5256988A,Lockheed Martin Corp
US6448936B2,Bae Systems Information And Electronic Systems Integration Inc
US6448936B2,Achilles Technology Management Co Ii Inc
US5532485A,Northrop Grumman Systems Corp
US5033278A,Maytag Corp
CA861642A,Us Secretary Of Navy
US7356583B2,Northrop Grumman Systems Corp
US7499899B2,Northrop Grumman Systems Corp
US5985205A,Northrop Grumman Systems Corp
US7291373B2,Northrop Grumman Systems Corp
US6133570A,Lockheed Martin Corp
US6680956B2,Lockheed Martin Corp
US6680956B2,Lockheed Martin Sonar Systems Corp
US5983145A,Raytheon Marine Gmbh
US5754228A,Bae Systems Information And Electronic Systems Integration Inc
