patentid,issuing_country
US3332241A,United States of America
US3041830A,United States of America
US3085396A,United States of America
US3050939A,United States of America
US3347208A,United States of America
US3113430A,United States of America
US2999656A,United States of America
US3222165A,United States of America
US3024624A,United States of America
US3082010A,United States of America
US4503160A,United States of America
US3019605A,United States of America
US2825247A,United States of America
US3024968A,United States of America
US2928586A,United States of America
US3116789A,United States of America
US3119234A,United States of America
US4389721A,United States of America
US3706252A,United States of America
US7841181B2,United States of America
US8776527B1,United States of America
US6837055B2,United States of America
US9915229B2,United States of America
US6874992B2,United States of America
US4227370A,United States of America
US4673871A,United States of America
US8297038B2,United States of America
US6205771B1,United States of America
US6808180B2,United States of America
US3706509A,United States of America
US4321794A,United States of America
US9753014B2,United States of America
US4243646A,United States of America
US9874472B2,United States of America
US3620020A,United States of America
US7934380B2,United States of America
US2841003A,United States of America
US4505150A,United States of America
US6685429B2,United States of America
US4343611A,United States of America
US8794961B2,United States of America
US4562333A,United States of America
US7550221B2,United States of America
US4429795A,United States of America
US4536119A,United States of America
US4715228A,United States of America
US5201634A,United States of America
US4869317A,United States of America
US4446444A,United States of America
US9817389B2,United States of America
US4473998A,United States of America
US5016436A,United States of America
US3717304A,United States of America
US2982495A,United States of America
US3107489A,United States of America
US2557421A,United States of America
US2557747A,United States of America
US2749086A,United States of America
US2605709A,United States of America
US2522575A,United States of America
US2795106A,United States of America
US2756561A,United States of America
US2802334A,United States of America
US3549270A,United States of America
US3384346A,United States of America
US3595567A,United States of America
US3620022A,United States of America
US2996884A,United States of America
US3499383A,United States of America
US3623325A,United States of America
US3459289A,United States of America
US3543344A,United States of America
US3542360A,United States of America
US3570769A,United States of America
US3505816A,United States of America
US3420056A,United States of America
US3400540A,United States of America
US3477367A,United States of America
US3353788A,United States of America
US3327971A,United States of America
US3348380A,United States of America
US3505717A,United States of America
US3507794A,United States of America
US3030051A,United States of America
US2683131A,United States of America
US3285004A,United States of America
US3384563A,United States of America
US3327482A,United States of America
US3308618A,United States of America
US3285006A,United States of America
US3037723A,United States of America
US3196608A,United States of America
US3076309A,United States of America
US3060681A,United States of America
US3013731A,United States of America
US3196609A,United States of America
US3188803A,United States of America
US2984978A,United States of America
US2870870A,United States of America
US2862357A,United States of America
US2752690A,United States of America
US2761281A,United States of America
US3130543A,United States of America
US4322117A,United States of America
US5138413A,United States of America
US4125778A,United States of America
US6109663A,United States of America
US8221080B2,United States of America
US4702403A,United States of America
US2630965A,United States of America
US9950370B2,United States of America
US4897567A,United States of America
US3623328A,United States of America
US5047974A,United States of America
US8689442B2,United States of America
US8938970B2,United States of America
US4558859A,United States of America
US3606800A,United States of America
US6572113B2,United States of America
US3552741A,United States of America
US4564189A,United States of America
US4836268A,United States of America
US4915975A,United States of America
US9481473B2,United States of America
US3798105A,United States of America
US2611440A,United States of America
US6861261B2,United States of America
US4292010A,United States of America
US4701644A,United States of America
US4732535A,United States of America
US9394794B2,United States of America
US6358013B1,United States of America
US7823838B1,United States of America
US4955565A,United States of America
US4160710A,United States of America
US5060192A,United States of America
US2728518A,United States of America
US5153021A,United States of America
US4602478A,United States of America
US4989667A,United States of America
US5578953A,United States of America
US4651523A,United States of America
US4776172A,United States of America
US4282041A,United States of America
US4454432A,United States of America
US4398142A,United States of America
US9327329B2,United States of America
US4498663A,United States of America
US3076311A,United States of America
US4464631A,United States of America
US3802799A,United States of America
US4827714A,United States of America
US9726025B2,United States of America
US9719353B2,United States of America
US3709033A,United States of America
US4293141A,United States of America
US5083006A,United States of America
US2741164A,United States of America
US2554187A,United States of America
US2709894A,United States of America
US3182472A,United States of America
US2685334A,United States of America
US3601499A,United States of America
US3352514A,United States of America
US3618323A,United States of America
US3642530A,United States of America
US3574075A,United States of America
US3308625A,United States of America
US3545209A,United States of America
US3486480A,United States of America
US3545379A,United States of America
US3477795A,United States of America
US3483881A,United States of America
US3422623A,United States of America
US3505818A,United States of America
US3472029A,United States of America
US3310936A,United States of America
US3495903A,United States of America
US3394971A,United States of America
US8202003B2,United States of America
US3486889A,United States of America
US3386248A,United States of America
US3266243A,United States of America
US3042167A,United States of America
US3250575A,United States of America
US3268277A,United States of America
US2997257A,United States of America
US3157373A,United States of America
US3054051A,United States of America
US3024604A,United States of America
US2857189A,United States of America
US3587641A,United States of America
US3627303A,United States of America
US3633362A,United States of America
US3568931A,United States of America
US3596836A,United States of America
US3517511A,United States of America
US3568958A,United States of America
US3534557A,United States of America
US3575411A,United States of America
US3488946A,United States of America
US3161019A,United States of America
US2946189A,United States of America
US3471141A,United States of America
US3427001A,United States of America
US3508629A,United States of America
US9765698B2,United States of America
US4229635A,United States of America
US3532274A,United States of America
US4386768A,United States of America
US9026986B2,United States of America
US8215181B1,United States of America
US4332427A,United States of America
US3835597A,United States of America
US4638957A,United States of America
US4453384A,United States of America
US6682665B2,United States of America
US10150708B2,United States of America
US9076271B2,United States of America
US4356693A,United States of America
US4524989A,United States of America
US9556743B2,United States of America
US5441358A,United States of America
US3748046A,United States of America
US4049220A,United States of America
US3618788A,United States of America
US9370789B2,United States of America
US8512002B2,United States of America
US2814928A,United States of America
US8881531B2,United States of America
US7316246B2,United States of America
US8438859B2,United States of America
US7030332B2,United States of America
US8217537B2,United States of America
US5079910A,United States of America
US8800259B2,United States of America
US8931252B2,United States of America
US3702129A,United States of America
US4446766A,United States of America
US3691948A,United States of America
US10197997B2,United States of America
US9051841B2,United States of America
US9310079B2,United States of America
US4782659A,United States of America
US5562409A,United States of America
US8358035B2,United States of America
US3666251A,United States of America
US3947070A,United States of America
US4483972A,United States of America
US4705199A,United States of America
US3701176A,United States of America
US4296646A,United States of America
US9821349B2,United States of America
US8690098B2,United States of America
US4581548A,United States of America
US4780688A,United States of America
US8307945B2,United States of America
US7264442B2,United States of America
US5182904A,United States of America
US8308429B2,United States of America
US4503667A,United States of America
US9328665B2,United States of America
US2680081A,United States of America
US4823300A,United States of America
US9638057B2,United States of America
US4618094A,United States of America
US2655346A,United States of America
US2485525A,United States of America
US2748566A,United States of America
US2872782A,United States of America
US2618222A,United States of America
US2568364A,United States of America
US2493160A,United States of America
US2651175A,United States of America
US2741088A,United States of America
US3230750A,United States of America
US3083532A,United States of America
US1813866A,United States of America
US3288374A,United States of America
US3430542A,United States of America
US3360240A,United States of America
US2930089A,United States of America
US3397536A,United States of America
US3355889A,United States of America
US3330117A,United States of America
US3347493A,United States of America
US7762037B2,United States of America
US3219314A,United States of America
US3262636A,United States of America
US3265291A,United States of America
US3113431A,United States of America
US3219568A,United States of America
US3048975A,United States of America
US3113636A,United States of America
US3070285A,United States of America
US3483697A,United States of America
US3279191A,United States of America
US3266596A,United States of America
US3162011A,United States of America
US2926050A,United States of America
US2955417A,United States of America
US3664900A,United States of America
US3669657A,United States of America
US3582064A,United States of America
US2943446A,United States of America
US3545210A,United States of America
US3486686A,United States of America
US3493089A,United States of America
US3487808A,United States of America
US3587413A,United States of America
US3451670A,United States of America
US3425620A,United States of America
US3489284A,United States of America
US3466026A,United States of America
US10113485B2,United States of America
US3447822A,United States of America
US3363860A,United States of America
US3373561A,United States of America
US8689936B2,United States of America
US3281116A,United States of America
US3154241A,United States of America
US3150484A,United States of America
US3030053A,United States of America
US2920447A,United States of America
US5152169A,United States of America
US2932442A,United States of America
US2938342A,United States of America
US4601693A,United States of America
US8651142B2,United States of America
US4705596A,United States of America
US3652037A,United States of America
US9410478B2,United States of America
US4755770A,United States of America
US5218220A,United States of America
US5572039A,United States of America
US8322652B1,United States of America
US4998953A,United States of America
US3659418A,United States of America
US3781036A,United States of America
US3742707A,United States of America
US3726086A,United States of America
US5088239A,United States of America
US6726761B2,United States of America
US3604629A,United States of America
US3643868A,United States of America
US3794440A,United States of America
US7222122B2,United States of America
US9527777B2,United States of America
US9828876B2,United States of America
US9759132B2,United States of America
US4697079A,United States of America
US8529361B2,United States of America
US8522417B2,United States of America
US3648460A,United States of America
US8347599B2,United States of America
US9328926B2,United States of America
US10208670B2,United States of America
US8152463B2,United States of America
US4152598A,United States of America
US4580131A,United States of America
US8387853B2,United States of America
US4618743A,United States of America
US7922456B2,United States of America
US6834790B2,United States of America
US8784042B2,United States of America
US10100918B2,United States of America
US9032702B2,United States of America
US5463863A,United States of America
US3648552A,United States of America
US5086242A,United States of America
US4362021A,United States of America
US4591826A,United States of America
US3807895A,United States of America
US9488104B2,United States of America
US9046002B2,United States of America
US4353174A,United States of America
US9238968B2,United States of America
US2660413A,United States of America
US1689893A,United States of America
US2720256A,United States of America
US2614799A,United States of America
US7841835B2,United States of America
US1871607A,United States of America
US1277398A,United States of America
US2408632A,United States of America
US2543385A,United States of America
US3330502A,United States of America
US2838274A,United States of America
US2756493A,United States of America
US2659240A,United States of America
US2680634A,United States of America
US2932946A,United States of America
US2584198A,United States of America
US2517313A,United States of America
US2663994A,United States of America
US2806269A,United States of America
US3290887A,United States of America
US3463720A,United States of America
US3427980A,United States of America
US3314437A,United States of America
US4861666A,United States of America
US3290885A,United States of America
US3201070A,United States of America
US3051436A,United States of America
US3196614A,United States of America
US3219399A,United States of America
US3178101A,United States of America
US3074432A,United States of America
US3067628A,United States of America
US3099616A,United States of America
US2840985A,United States of America
US9611788B2,United States of America
US4241426A,United States of America
US3085401A,United States of America
US3091925A,United States of America
US2985953A,United States of America
US3013385A,United States of America
US3141298A,United States of America
US3596721A,United States of America
US3625008A,United States of America
US3604210A,United States of America
US3623824A,United States of America
US3477712A,United States of America
US3572028A,United States of America
US3616586A,United States of America
US3552281A,United States of America
US3545464A,United States of America
US3460729A,United States of America
US3479823A,United States of America
US3525304A,United States of America
US3418810A,United States of America
US3304055A,United States of America
US3448583A,United States of America
US3450473A,United States of America
US3390521A,United States of America
US2947364A,United States of America
US8596968B2,United States of America
US3412978A,United States of America
US3296793A,United States of America
US2990029A,United States of America
US3115748A,United States of America
US2945347A,United States of America
US3268207A,United States of America
US3294365A,United States of America
US3264825A,United States of America
US3325144A,United States of America
US2897444A,United States of America
US2840469A,United States of America
US2830439A,United States of America
US9016067B2,United States of America
US10465557B2,United States of America
US6511285B2,United States of America
US8348199B2,United States of America
US8387248B2,United States of America
US4610410A,United States of America
US8172517B2,United States of America
US4492521A,United States of America
US5117629A,United States of America
US3051669A,United States of America
US9016692B2,United States of America
US4228651A,United States of America
US8241005B2,United States of America
US6036142A,United States of America
US8684696B2,United States of America
US5022079A,United States of America
US9657590B2,United States of America
US3797236A,United States of America
US9551613B2,United States of America
US5618115A,United States of America
US8827654B2,United States of America
US8336755B2,United States of America
US8205434B2,United States of America
US2786625A,United States of America
US6838286B2,United States of America
US4948746A,United States of America
US4732324A,United States of America
US3656872A,United States of America
US3625432A,United States of America
US6129138A,United States of America
US8609185B2,United States of America
US8322126B2,United States of America
US9523149B2,United States of America
US9853581B2,United States of America
US4653428A,United States of America
US8850824B2,United States of America
US4703566A,United States of America
US7857264B2,United States of America
US4911179A,United States of America
US10428741B2,United States of America
US9279326B2,United States of America
US3667753A,United States of America
US9567857B2,United States of America
US3739250A,United States of America
US8057171B2,United States of America
US4432658A,United States of America
US10227925B2,United States of America
US4855735A,United States of America
US4097820A,United States of America
US9605550B2,United States of America
US3621655A,United States of America
US4682059A,United States of America
US9708226B2,United States of America
US4819994A,United States of America
US9890656B2,United States of America
US3719439A,United States of America
US4979363A,United States of America
US6151898A,United States of America
US8096106B2,United States of America
US4524246A,United States of America
US3635070A,United States of America
US3683805A,United States of America
US7502128B2,United States of America
US4160313A,United States of America
US8696306B2,United States of America
US3961811A,United States of America
US8137053B2,United States of America
US2706888A,United States of America
US2525130A,United States of America
US2628066A,United States of America
US1731151A,United States of America
US2436768A,United States of America
US1418303A,United States of America
US2519130A,United States of America
US2519624A,United States of America
US3135562A,United States of America
US1485652A,United States of America
US2706125A,United States of America
US3024599A,United States of America
US4428191A,United States of America
US9874108B2,United States of America
US3286930A,United States of America
US4966201A,United States of America
US3435309A,United States of America
US3157027A,United States of America
US4842946A,United States of America
US3219263A,United States of America
US3296804A,United States of America
US3088563A,United States of America
US8595996B2,United States of America
US9151223B2,United States of America
US3042342A,United States of America
US3019599A,United States of America
US3103829A,United States of America
US3469868A,United States of America
US3257717A,United States of America
US4562699A,United States of America
US4769196A,United States of America
US3568446A,United States of America
US5104290A,United States of America
US3601990A,United States of America
US3604703A,United States of America
US3622147A,United States of America
US3601495A,United States of America
US9482236B2,United States of America
US3491970A,United States of America
US3604296A,United States of America
US3572221A,United States of America
US3592133A,United States of America
US3439498A,United States of America
US3385065A,United States of America
US3417607A,United States of America
US3567543A,United States of America
US3579815A,United States of America
US3439552A,United States of America
US3372541A,United States of America
US3352592A,United States of America
US3363414A,United States of America
US2836041A,United States of America
US3479273A,United States of America
US3368349A,United States of America
US3303644A,United States of America
US3455003A,United States of America
US3453192A,United States of America
US3377802A,United States of America
US2988495A,United States of America
US3453956A,United States of America
US3455763A,United States of America
US3691771A,United States of America
US9759095B2,United States of America
US3099056A,United States of America
US7905325B1,United States of America
US3091382A,United States of America
US3136125A,United States of America
US3180765A,United States of America
US3055615A,United States of America
US3527680A,United States of America
US3117422A,United States of America
US2980199A,United States of America
US3044153A,United States of America
US2982092A,United States of America
US3220537A,United States of America
US2898631A,United States of America
US2812043A,United States of America
US2883724A,United States of America
US4270346A,United States of America
US2988882A,United States of America
US2941760A,United States of America
US5207787A,United States of America
US10012390B2,United States of America
US8591166B2,United States of America
US4532481A,United States of America
US5345386A,United States of America
US3667663A,United States of America
US4262486A,United States of America
US10480340B2,United States of America
US9759090B2,United States of America
US4752591A,United States of America
US8141225B2,United States of America
US4311276A,United States of America
US8555654B2,United States of America
US8721260B2,United States of America
US8413448B2,United States of America
US8489306B2,United States of America
US9217374B2,United States of America
US5269466A,United States of America
US9027323B2,United States of America
US10041415B2,United States of America
US2982501A,United States of America
US3651583A,United States of America
US7056094B2,United States of America
US10263553B2,United States of America
US3727576A,United States of America
US9017029B2,United States of America
US8776584B2,United States of America
US9534640B2,United States of America
US8260093B2,United States of America
US10450078B2,United States of America
US3439497A,United States of America
US9817393B2,United States of America
US4879523A,United States of America
US3378934A,United States of America
US4373327A,United States of America
US5013165A,United States of America
US5273213A,United States of America
US7866041B2,United States of America
US9803485B2,United States of America
US9222675B2,United States of America
US3776747A,United States of America
US5129225A,United States of America
US3661277A,United States of America
US4616932A,United States of America
US2664152A,United States of America
US4450414A,United States of America
US1411208A,United States of America
US2628065A,United States of America
US2629984A,United States of America
US3534556A,United States of America
US2741090A,United States of America
US1328590A,United States of America
US1225360A,United States of America
US1509262A,United States of America
US2818225A,United States of America
US2529900A,United States of America
US2661594A,United States of America
US2852911A,United States of America
US2795107A,United States of America
US2594790A,United States of America
US2840986A,United States of America
US2651261A,United States of America
US3484394A,United States of America
US3631801A,United States of America
US2781264A,United States of America
US9689277B2,United States of America
US3220781A,United States of America
US3142961A,United States of America
US9747410B2,United States of America
US3057582A,United States of America
US3049880A,United States of America
US3062005A,United States of America
US3146172A,United States of America
US2997842A,United States of America
US3031155A,United States of America
US3108434A,United States of America
US7541671B2,United States of America
US3303006A,United States of America
US3148504A,United States of America
US3232646A,United States of America
US6616775B2,United States of America
US3613363A,United States of America
US3603326A,United States of America
US9638056B2,United States of America
US3609976A,United States of America
US3630452A,United States of America
US3663008A,United States of America
US3601991A,United States of America
US3528248A,United States of America
US3516547A,United States of America
US3500842A,United States of America
US3490472A,United States of America
US3514954A,United States of America
US3560665A,United States of America
US3539180A,United States of America
US3483630A,United States of America
US3390586A,United States of America
US3417944A,United States of America
US3438400A,United States of America
US3580676A,United States of America
US3352538A,United States of America
US3373566A,United States of America
US3426260A,United States of America
US3385066A,United States of America
US3424383A,United States of America
US2972182A,United States of America
US3349557A,United States of America
US3360313A,United States of America
US3374034A,United States of America
US3292368A,United States of America
US3312066A,United States of America
US2998947A,United States of America
US2988153A,United States of America
US3326059A,United States of America
US3318090A,United States of America
US3220192A,United States of America
US3290886A,United States of America
US7715977B2,United States of America
US3266752A,United States of America
US8286435B2,United States of America
US9932932B2,United States of America
US3076625A,United States of America
US3075349A,United States of America
US3182774A,United States of America
US3164202A,United States of America
US5930308A,United States of America
US3089668A,United States of America
US3146584A,United States of America
US2958211A,United States of America
US2978061A,United States of America
US4638946A,United States of America
US3181565A,United States of America
US9909433B2,United States of America
US3333996A,United States of America
US3242672A,United States of America
US3142214A,United States of America
US8701385B2,United States of America
US8591179B2,United States of America
US5419480A,United States of America
US10309311B2,United States of America
US3833212A,United States of America
US6869051B2,United States of America
US8677765B2,United States of America
US8850823B2,United States of America
US9279587B2,United States of America
US9689069B2,United States of America
US4226686A,United States of America
US8833515B2,United States of America
US9587561B2,United States of America
US3610776A,United States of America
US4509767A,United States of America
US10082079B2,United States of America
US8251609B2,United States of America
US9714608B2,United States of America
US3840130A,United States of America
US9109539B2,United States of America
US4462020A,United States of America
US5260590A,United States of America
US5886284A,United States of America
US9902478B2,United States of America
US3851583A,United States of America
US7878302B2,United States of America
US10119548B2,United States of America
US4854234A,United States of America
US9593596B2,United States of America
US9764989B2,United States of America
US7273350B2,United States of America
US9027375B2,United States of America
US8485531B2,United States of America
US4398455A,United States of America
US6261699B1,United States of America
US3781131A,United States of America
US9061363B2,United States of America
US5499765A,United States of America
US8562288B2,United States of America
US5857835A,United States of America
US8353672B2,United States of America
US3931732A,United States of America
US8171632B2,United States of America
US3640638A,United States of America
US6616407B2,United States of America
US8222558B2,United States of America
US7935295B2,United States of America
US7670648B2,United States of America
US3424374A,United States of America
US9217463B2,United States of America
US4659030A,United States of America
US3686355A,United States of America
US9650906B2,United States of America
US2754049A,United States of America
US4979011A,United States of America
US8511095B2,United States of America
US4978925A,United States of America
US9757920B2,United States of America
US3484859A,United States of America
US2154906A,United States of America
US2764231A,United States of America
US2435557A,United States of America
US2634579A,United States of America
US3266239A,United States of America
US2608818A,United States of America
US2839890A,United States of America
US2677631A,United States of America
US1829676A,United States of America
US2497667A,United States of America
US2618463A,United States of America
US2504904A,United States of America
US2848041A,United States of America
US3182933A,United States of America
US2106461A,United States of America
US2627906A,United States of America
US2586647A,United States of America
US9896950B2,United States of America
US3057158A,United States of America
US3147613A,United States of America
US3151658A,United States of America
US4989406A,United States of America
US3111195A,United States of America
US3220927A,United States of America
US3175358A,United States of America
US3292375A,United States of America
US3536419A,United States of America
US3505817A,United States of America
US3544223A,United States of America
US3526466A,United States of America
US3493311A,United States of America
US3569662A,United States of America
US3463031A,United States of America
US3391534A,United States of America
US3434290A,United States of America
US3412979A,United States of America
US3323758A,United States of America
US3372961A,United States of America
US7823826B1,United States of America
US3297279A,United States of America
US3352113A,United States of America
US3359736A,United States of America
US9151501B2,United States of America
US2999303A,United States of America
US3199290A,United States of America
US8257021B2,United States of America
US3002908A,United States of America
US3004442A,United States of America
US2864440A,United States of America
US3159363A,United States of America
US3154919A,United States of America
US3172623A,United States of America
US2954990A,United States of America
US9255523B2,United States of America
US2947213A,United States of America
US2912800A,United States of America
US2928474A,United States of America
US2998092A,United States of America
US7934900B1,United States of America
US2853569A,United States of America
US2867082A,United States of America
US2939522A,United States of America
US9790893B2,United States of America
US9541844B2,United States of America
US10498275B2,United States of America
US4566796A,United States of America
US8873205B2,United States of America
US10050651B2,United States of America
US8522524B2,United States of America
US4584660A,United States of America
US6986637B2,United States of America
US9297304B2,United States of America
US4471977A,United States of America
US4713934A,United States of America
US3660018A,United States of America
US9512805B2,United States of America
US4810312A,United States of America
US3589285A,United States of America
US10491145B2,United States of America
US10041579B2,United States of America
US8479877B2,United States of America
US10006467B2,United States of America
US9145213B2,United States of America
US3671706A,United States of America
US5141159A,United States of America
US9982607B2,United States of America
US4318033A,United States of America
US9676674B2,United States of America
US4891604A,United States of America
US8769960B2,United States of America
US5148475A,United States of America
US9957838B2,United States of America
US4894625A,United States of America
US3662636A,United States of America
US4380899A,United States of America
US10141874B2,United States of America
US6685426B2,United States of America
US8647011B2,United States of America
US10408233B2,United States of America
US8474298B2,United States of America
US4353793A,United States of America
US9032737B2,United States of America
US9541003B2,United States of America
US3786632A,United States of America
US9573354B2,United States of America
US8943829B2,United States of America
USD299918S,United States of America
US5970343A,United States of America
US4606936A,United States of America
US9360219B2,United States of America
US9840967B2,United States of America
US4556208A,United States of America
US8783412B2,United States of America
US9714609B2,United States of America
US10476417B2,United States of America
US9516788B2,United States of America
US6416246B1,United States of America
US3699886A,United States of America
US10041410B2,United States of America
US5934761A,United States of America
US3699887A,United States of America
US9303875B2,United States of America
US9018806B2,United States of America
US3731489A,United States of America
US4269876A,United States of America
US8720208B2,United States of America
US10429069B2,United States of America
US8943828B2,United States of America
US2738029A,United States of America
US1460768A,United States of America
US2416991A,United States of America
US1648061A,United States of America
US3671145A,United States of America
US1750395A,United States of America
US1624761A,United States of America
US2525635A,United States of America
US2507406A,United States of America
US2578474A,United States of America
US2578478A,United States of America
US2919548A,United States of America
US1850924A,United States of America
US2696075A,United States of America
US2911831A,United States of America
US2718114A,United States of America
US3106822A,United States of America
US3025666A,United States of America
US3083297A,United States of America
US3071125A,United States of America
US3131007A,United States of America
US3143854A,United States of America
US3495681A,United States of America
US3505812A,United States of America
US3505829A,United States of America
US3478590A,United States of America
US3538850A,United States of America
US10378438B2,United States of America
US3478591A,United States of America
US3443807A,United States of America
US3504539A,United States of America
US3455812A,United States of America
US9656449B2,United States of America
US3496440A,United States of America
US3347497A,United States of America
US3422290A,United States of America
US4843235A,United States of America
US3292374A,United States of America
US10513986B2,United States of America
US3022629A,United States of America
US3076310A,United States of America
US10253692B2,United States of America
US2978035A,United States of America
US3219249A,United States of America
US3132484A,United States of America
US3132480A,United States of America
US5079176A,United States of America
US2989847A,United States of America
US3039178A,United States of America
US10337945B2,United States of America
US2955658A,United States of America
US9592573B2,United States of America
US2886300A,United States of America
US3024967A,United States of America
US2940618A,United States of America
US2903244A,United States of America
US2876033A,United States of America
US2842835A,United States of America
US8721292B2,United States of America
US10415403B2,United States of America
US10443441B2,United States of America
US9512044B2,United States of America
US5208070A,United States of America
US9630706B2,United States of America
US10415409B2,United States of America
US10060626B2,United States of America
US8980067B2,United States of America
US4256255A,United States of America
US10247104B2,United States of America
US9517843B2,United States of America
US10024234B2,United States of America
US8851832B2,United States of America
US4691502A,United States of America
US10378372B2,United States of America
US8875520B2,United States of America
US9829401B2,United States of America
US8539774B2,United States of America
US10054007B2,United States of America
US4528462A,United States of America
US4222369A,United States of America
US10165935B2,United States of America
US8946635B2,United States of America
US10401029B2,United States of America
US10077719B2,United States of America
US10066550B2,United States of America
US9915202B2,United States of America
US3725756A,United States of America
US9239006B2,United States of America
US9518510B2,United States of America
US10184350B2,United States of America
US9650962B2,United States of America
US10196895B2,United States of America
US9077221B2,United States of America
US4480219A,United States of America
US9914081B2,United States of America
US8336806B2,United States of America
US4401940A,United States of America
US10156361B2,United States of America
US3618789A,United States of America
US4280040A,United States of America
US8438828B2,United States of America
US4560948A,United States of America
US2708339A,United States of America
US9739200B2,United States of America
US8833087B2,United States of America
US4280357A,United States of America
US6899519B2,United States of America
US7166928B2,United States of America
US8516904B2,United States of America
US8646279B2,United States of America
US10458276B2,United States of America
US8501085B2,United States of America
US10480413B2,United States of America
US6219404B1,United States of America
US5060552A,United States of America
US9080448B2,United States of America
US9366436B2,United States of America
US2630675A,United States of America
US2567555A,United States of America
US1748902A,United States of America
US2613028A,United States of America
US3003316A,United States of America
US2532648A,United States of America
US2813394A,United States of America
US2192730A,United States of America
US2810258A,United States of America
US2664151A,United States of America
US1708901A,United States of America
US1700598A,United States of America
US2726491A,United States of America
US2872781A,United States of America
US2741163A,United States of America
US2575865A,United States of America
US1782318A,United States of America
US2722800A,United States of America
US2699037A,United States of America
US1782300A,United States of America
US2641422A,United States of America
US1350522A,United States of America
US2499513A,United States of America
US2700416A,United States of America
US2870645A,United States of America
US1692385A,United States of America
US2646847A,United States of America
US5038266A,United States of America
US3355888A,United States of America
US3080715A,United States of America
US3047256A,United States of America
US3112557A,United States of America
US3056454A,United States of America
US3089078A,United States of America
US3105140A,United States of America
US3010434A,United States of America
US2947076A,United States of America
US2822732A,United States of America
US3054693A,United States of America
US3152567A,United States of America
US9765640B2,United States of America
US8714478B2,United States of America
US8061143B1,United States of America
US10378545B2,United States of America
US9759225B2,United States of America
US10495542B2,United States of America
US10060294B2,United States of America
US8727626B2,United States of America
US10337524B2,United States of America
US9404658B2,United States of America
US10393313B2,United States of America
US9957806B2,United States of America
US10312781B2,United States of America
US9598321B2,United States of America
US10202940B2,United States of America
US7845207B2,United States of America
US7381477B2,United States of America
US9481448B2,United States of America
US9103230B2,United States of America
US9752607B2,United States of America
US8061144B1,United States of America
US9335048B2,United States of America
US8225505B2,United States of America
US9570958B2,United States of America
US10502144B2,United States of America
US9759133B2,United States of America
US9568009B2,United States of America
US9598777B2,United States of America
US9157328B2,United States of America
US9657594B2,United States of America
US9915149B2,United States of America
US10125616B2,United States of America
US8562281B2,United States of America
US10082031B2,United States of America
US7585152B2,United States of America
US10500683B2,United States of America
US9562476B2,United States of America
US10436031B2,United States of America
US2403176A,United States of America
US9566665B2,United States of America
US10465708B2,United States of America
US3671827A,United States of America
US4962809A,United States of America
US10174674B2,United States of America
US9027902B2,United States of America
US3803969A,United States of America
US10508714B2,United States of America
US10113430B2,United States of America
US10316891B2,United States of America
US9979339B2,United States of America
US10139029B2,United States of America
US3719877A,United States of America
US2671155A,United States of America
US1223330A,United States of America
US2808228A,United States of America
US1535344A,United States of America
US1893339A,United States of America
US1805924A,United States of America
US2925649A,United States of America
US2741087A,United States of America
US1749609A,United States of America
US1466549A,United States of America
US2781262A,United States of America
US2651517A,United States of America
US1757337A,United States of America
US1813850A,United States of America
US2612751A,United States of America
US2715302A,United States of America
US1744545A,United States of America
US1829677A,United States of America
US2782001A,United States of America
US2825493A,United States of America
US1222802A,United States of America
US1277129A,United States of America
US1661963A,United States of America
US2754383A,United States of America
US2781263A,United States of America
US1458290A,United States of America
US3095030A,United States of America
US3051827A,United States of America
US2979941A,United States of America
US9617857B2,United States of America
US10151769B2,United States of America
US1225361A,United States of America
US4101294A,United States of America
US2855751A,United States of America
US2824423A,United States of America
US2862358A,United States of America
US2803737A,United States of America
US9739158B2,United States of America
US10526904B2,United States of America
US9988941B2,United States of America
US9080455B2,United States of America
US10263552B2,United States of America
US9804286B2,United States of America
US9704694B2,United States of America
US10174760B2,United States of America
US5417055A,United States of America
US9470097B2,United States of America
US8984859B2,United States of America
US9458768B2,United States of America
US10309309B2,United States of America
US5087303A,United States of America
US10330204B2,United States of America
US10280872B2,United States of America
US10082037B2,United States of America
US8752388B2,United States of America
US8730068B2,United States of America
US10401885B2,United States of America
US10233869B2,United States of America
US10012105B2,United States of America
US10495107B2,United States of America
US10385781B2,United States of America
US10224854B2,United States of America
US10060763B2,United States of America
US10392971B2,United States of America
US10033378B2,United States of America
US10487745B2,United States of America
US9399271B2,United States of America
US10294954B2,United States of America
US10054054B2,United States of America
US10465705B2,United States of America
US9783909B2,United States of America
US10487851B2,United States of America
US8220586B2,United States of America
US9360438B2,United States of America
US10428678B2,United States of America
US4559627A,United States of America
US9097259B2,United States of America
US10422421B2,United States of America
US10442544B2,United States of America
US9701578B2,United States of America
US10323577B2,United States of America
US9574575B2,United States of America
US9689502B2,United States of America
US3626293A,United States of America
US9546574B2,United States of America
US9840747B2,United States of America
US4402260A,United States of America
US10041352B2,United States of America
US9982783B2,United States of America
US10422422B2,United States of America
US9989122B2,United States of America
US9513200B1,United States of America
US8448881B2,United States of America
US10100643B2,United States of America
US10197062B2,United States of America
US10364745B2,United States of America
US1298099A,United States of America
US1403641A,United States of America
US1701697A,United States of America
US1326098A,United States of America
US1716836A,United States of America
US1652328A,United States of America
US1717068A,United States of America
US1369547A,United States of America
US2827816A,United States of America
US2523731A,United States of America
US1731177A,United States of America
